Date;Filière;Valeur (TWh);Nature
2023-06;" Total generation";36,06375100072;Données Consolidées
2023-07;" Total generation";36,977627331407;Données Consolidées
2023-08;" Total generation";35,701425267246;Données Consolidées
2023-09;" Total generation";37,155660741695;Données Consolidées
2023-10;" Total generation";40,260210891551;Données Consolidées
2023-11;" Total generation";45,403158131897;Données Consolidées
2023-12;" Total generation";50,731647938059;Données Consolidées
2024-01;" Total generation";55,102481018327;Données Consolidées
2024-02;" Total generation";47,627734922268;Données Consolidées
2024-03;" Total generation";47,408313173219;Données Consolidées
2024-04;" Total generation";41,396707625104;Données Consolidées
2024-05;" Total generation";42,290863956058;Données Consolidées
2024-06;" Total generation";39,732472028796;Données Consolidées
2024-07;" Total generation";41,677442495874;Données Consolidées
2024-08;" Total generation";40,06493627408;Données Consolidées
2024-09;" Total generation";39,695968492962;Données Consolidées
2024-10;" Total generation";43,193335291642;Données Consolidées
2024-11;" Total generation";47,501347817128;Données Consolidées
2024-12;" Total generation";53,618642163916;Données Consolidées
2025-01;" Total generation";57,10707953783;Données Consolidées
2025-02;" Total generation";47,809116616547;Données Consolidées
2025-03;" Total generation";47,777274439369;Données Consolidées
2025-04;" Total generation";40,496013204659;Données Consolidées
2025-05;" Total generation";39,645077179495;Données Consolidées
2025-06;" Total generation";39,455283639823;Données Consolidées
2025-07;" Total generation";42,599608945095;Données Consolidées
2025-08;" Total generation";40,517211550247;Données Consolidées
2025-09;" Total generation";41,117887125303;Données Consolidées
2025-10;" Total generation";44,650769402949;Données Consolidées
2025-11;" Total generation";49,905099386246;Données Consolidées
2025-12;" Total generation";56,384121200713;Données Consolidées
2026-01;" Total generation";57,467545370334;Données Consolidées
2026-02;" Total generation";48,35762725;Données provisoires
