Item_Code,Item_Name,Country,Date,Index,Anchor_2015,Estimated_Price_Euro
CP0117,Vegetables,AT,2021-01,102.7,2.2,2.2594000000000003
CP0117,Vegetables,BE,2021-01,102.43,2.2,2.25346
CP0117,Vegetables,BG,2021-01,120.42,2.2,2.6492400000000003
CP0117,Vegetables,CH,2021-01,94.07,2.2,2.06954
CP0117,Vegetables,CY,2021-01,103.62,2.2,2.27964
CP0117,Vegetables,CZ,2021-01,125.4,2.2,2.7588000000000004
CP0117,Vegetables,DE,2021-01,115.3,2.2,2.5366000000000004
CP0117,Vegetables,DK,2021-01,105.0,2.2,2.3100000000000005
CP0117,Vegetables,EA,2021-01,113.79,2.2,2.5033800000000004
CP0117,Vegetables,EE,2021-01,114.17,2.2,2.51174
CP0117,Vegetables,EL,2021-01,105.03,2.2,2.3106600000000004
CP0117,Vegetables,ES,2021-01,118.77,2.2,2.61294
CP0117,Vegetables,EU,2021-01,115.36,2.2,2.53792
CP0117,Vegetables,FI,2021-01,109.47,2.2,2.4083400000000004
CP0117,Vegetables,FR,2021-01,120.46,2.2,2.65012
CP0117,Vegetables,HR,2021-01,106.27,2.2,2.33794
CP0117,Vegetables,HU,2021-01,154.89,2.2,3.4075800000000003
CP0117,Vegetables,IE,2021-01,93.4,2.2,2.0548
CP0117,Vegetables,IS,2021-01,111.84,2.2,2.4604800000000004
CP0117,Vegetables,IT,2021-01,110.4,2.2,2.4288000000000003
CP0117,Vegetables,LT,2021-01,112.51,2.2,2.47522
CP0117,Vegetables,LU,2021-01,114.42,2.2,2.5172400000000006
CP0117,Vegetables,LV,2021-01,111.58,2.2,2.45476
CP0117,Vegetables,ME,2021-01,114.24,2.2,2.51328
CP0117,Vegetables,MK,2021-01,99.12,2.2,2.1806400000000004
CP0117,Vegetables,MT,2021-01,116.03,2.2,2.5526600000000004
CP0117,Vegetables,NL,2021-01,109.92,2.2,2.41824
CP0117,Vegetables,NO,2021-01,107.7,2.2,2.3694
CP0117,Vegetables,PL,2021-01,132.5,2.2,2.915
CP0117,Vegetables,PT,2021-01,112.05,2.2,2.4651000000000005
CP0117,Vegetables,RO,2021-01,126.24,2.2,2.77728
CP0117,Vegetables,RS,2021-01,117.2,2.2,2.5784000000000002
CP0117,Vegetables,SE,2021-01,116.59,2.2,2.5649800000000003
CP0117,Vegetables,SI,2021-01,109.19,2.2,2.40218
CP0117,Vegetables,SK,2021-01,114.42,2.2,2.5172400000000006
CP0117,Vegetables,TR,2021-01,221.07,2.2,4.86354
CP0117,Vegetables,XK,2021-01,105.48,2.2,2.32056
CP0118,Sugar & confectionery,AL,2021-01,111.36,1.5,1.6703999999999999
CP0118,Sugar & confectionery,AT,2021-01,99.21,1.5,1.48815
CP0118,Sugar & confectionery,BE,2021-01,107.27,1.5,1.6090499999999999
CP0118,Sugar & confectionery,BG,2021-01,109.57,1.5,1.6435499999999998
CP0118,Sugar & confectionery,CH,2021-01,100.5,1.5,1.5074999999999998
CP0118,Sugar & confectionery,CY,2021-01,101.88,1.5,1.5282
CP0118,Sugar & confectionery,CZ,2021-01,110.3,1.5,1.6545
CP0118,Sugar & confectionery,DE,2021-01,103.8,1.5,1.557
CP0118,Sugar & confectionery,DK,2021-01,103.3,1.5,1.5494999999999999
CP0118,Sugar & confectionery,EA,2021-01,102.0,1.5,1.53
CP0118,Sugar & confectionery,EE,2021-01,114.32,1.5,1.7147999999999999
CP0118,Sugar & confectionery,EL,2021-01,98.6,1.5,1.479
CP0118,Sugar & confectionery,ES,2021-01,103.71,1.5,1.55565
CP0118,Sugar & confectionery,EU,2021-01,104.78,1.5,1.5717
CP0118,Sugar & confectionery,FI,2021-01,93.61,1.5,1.40415
CP0118,Sugar & confectionery,FR,2021-01,101.85,1.5,1.52775
CP0118,Sugar & confectionery,HR,2021-01,104.19,1.5,1.56285
CP0118,Sugar & confectionery,HU,2021-01,114.5,1.5,1.7175
CP0118,Sugar & confectionery,IE,2021-01,79.7,1.5,1.1955
CP0118,Sugar & confectionery,IS,2021-01,110.45,1.5,1.6567500000000002
CP0118,Sugar & confectionery,IT,2021-01,100.4,1.5,1.506
CP0118,Sugar & confectionery,LT,2021-01,107.27,1.5,1.6090499999999999
CP0118,Sugar & confectionery,LU,2021-01,109.26,1.5,1.6389
CP0118,Sugar & confectionery,LV,2021-01,109.57,1.5,1.6435499999999998
CP0118,Sugar & confectionery,ME,2021-01,107.33,1.5,1.60995
CP0118,Sugar & confectionery,MK,2021-01,108.23,1.5,1.62345
CP0118,Sugar & confectionery,MT,2021-01,108.78,1.5,1.6317000000000002
CP0118,Sugar & confectionery,NL,2021-01,102.52,1.5,1.5377999999999998
CP0118,Sugar & confectionery,NO,2021-01,101.9,1.5,1.5285000000000002
CP0118,Sugar & confectionery,PL,2021-01,114.4,1.5,1.7160000000000002
CP0118,Sugar & confectionery,PT,2021-01,101.24,1.5,1.5186
CP0118,Sugar & confectionery,RO,2021-01,107.11,1.5,1.60665
CP0118,Sugar & confectionery,RS,2021-01,111.4,1.5,1.6710000000000003
CP0118,Sugar & confectionery,SE,2021-01,110.44,1.5,1.6566
CP0118,Sugar & confectionery,SI,2021-01,96.39,1.5,1.44585
CP0118,Sugar & confectionery,SK,2021-01,110.21,1.5,1.6531499999999997
CP0118,Sugar & confectionery,TR,2021-01,190.39,1.5,2.8558499999999998
CP0118,Sugar & confectionery,XK,2021-01,111.16,1.5,1.6673999999999998
CP0121,"Coffee, tea and cocoa",AL,2021-01,100.53,4.5,4.52385
CP0121,"Coffee, tea and cocoa",AT,2021-01,103.22,4.5,4.6449
CP0121,"Coffee, tea and cocoa",BE,2021-01,101.96,4.5,4.5882
CP0121,"Coffee, tea and cocoa",BG,2021-01,107.39,4.5,4.83255
CP0121,"Coffee, tea and cocoa",CH,2021-01,98.92,4.5,4.4514
CP0121,"Coffee, tea and cocoa",CY,2021-01,97.88,4.5,4.4046
CP0121,"Coffee, tea and cocoa",CZ,2021-01,106.5,4.5,4.7924999999999995
CP0121,"Coffee, tea and cocoa",DE,2021-01,99.2,4.5,4.464
CP0121,"Coffee, tea and cocoa",DK,2021-01,93.5,4.5,4.2075000000000005
CP0121,"Coffee, tea and cocoa",EA,2021-01,100.32,4.5,4.514399999999999
CP0121,"Coffee, tea and cocoa",EE,2021-01,104.62,4.5,4.7079
CP0121,"Coffee, tea and cocoa",EL,2021-01,114.35,4.5,5.14575
CP0121,"Coffee, tea and cocoa",ES,2021-01,100.79,4.5,4.53555
CP0121,"Coffee, tea and cocoa",EU,2021-01,102.03,4.5,4.59135
CP0121,"Coffee, tea and cocoa",FI,2021-01,109.23,4.5,4.91535
CP0121,"Coffee, tea and cocoa",FR,2021-01,101.8,4.5,4.581
CP0121,"Coffee, tea and cocoa",HR,2021-01,104.04,4.5,4.6818
CP0121,"Coffee, tea and cocoa",HU,2021-01,104.53,4.5,4.703850000000001
CP0121,"Coffee, tea and cocoa",IE,2021-01,85.7,4.5,3.8565
CP0121,"Coffee, tea and cocoa",IS,2021-01,99.73,4.5,4.48785
CP0121,"Coffee, tea and cocoa",IT,2021-01,99.1,4.5,4.4595
CP0121,"Coffee, tea and cocoa",LT,2021-01,97.65,4.5,4.39425
CP0121,"Coffee, tea and cocoa",LU,2021-01,105.01,4.5,4.72545
CP0121,"Coffee, tea and cocoa",LV,2021-01,93.74,4.5,4.218299999999999
CP0121,"Coffee, tea and cocoa",ME,2021-01,109.18,4.5,4.9131
CP0121,"Coffee, tea and cocoa",MK,2021-01,110.01,4.5,4.95045
CP0121,"Coffee, tea and cocoa",MT,2021-01,115.14,4.5,5.1813
CP0121,"Coffee, tea and cocoa",NL,2021-01,94.19,4.5,4.23855
CP0121,"Coffee, tea and cocoa",NO,2021-01,101.4,4.5,4.563
CP0121,"Coffee, tea and cocoa",PL,2021-01,107.0,4.5,4.815
CP0121,"Coffee, tea and cocoa",PT,2021-01,100.48,4.5,4.5216
CP0121,"Coffee, tea and cocoa",RO,2021-01,100.94,4.5,4.5423
CP0121,"Coffee, tea and cocoa",RS,2021-01,110.5,4.5,4.9725
CP0121,"Coffee, tea and cocoa",SE,2021-01,109.51,4.5,4.92795
CP0121,"Coffee, tea and cocoa",SI,2021-01,104.3,4.5,4.693499999999999
CP0121,"Coffee, tea and cocoa",SK,2021-01,103.47,4.5,4.65615
CP0121,"Coffee, tea and cocoa",TR,2021-01,187.7,4.5,8.446499999999999
CP0121,"Coffee, tea and cocoa",XK,2021-01,127.9,4.5,5.7555000000000005
CP0451,Electricity,AL,2021-01,100.0,0.21,0.21
CP0451,Electricity,AT,2021-01,110.99,0.21,0.23307899999999998
CP0451,Electricity,BE,2021-01,137.87,0.21,0.289527
CP0451,Electricity,BG,2021-01,110.47,0.21,0.231987
CP0451,Electricity,CH,2021-01,105.83,0.21,0.222243
CP0451,Electricity,CY,2021-01,105.43,0.21,0.221403
CP0451,Electricity,CZ,2021-01,122.4,0.21,0.25704
CP0451,Electricity,DE,2021-01,111.2,0.21,0.23352
CP0451,Electricity,DK,2021-01,91.4,0.21,0.19194
CP0451,Electricity,EA,2021-01,110.4,0.21,0.23184000000000002
CP0451,Electricity,EE,2021-01,122.07,0.21,0.256347
CP0451,Electricity,EL,2021-01,94.66,0.21,0.198786
CP0451,Electricity,ES,2021-01,105.0,0.21,0.2205
CP0451,Electricity,EU,2021-01,113.26,0.21,0.237846
CP0451,Electricity,FI,2021-01,117.14,0.21,0.245994
CP0451,Electricity,FR,2021-01,116.73,0.21,0.245133
CP0451,Electricity,HR,2021-01,97.52,0.21,0.20479199999999997
CP0451,Electricity,HU,2021-01,99.94,0.21,0.20987399999999998
CP0451,Electricity,IE,2021-01,110.1,0.21,0.23121
CP0451,Electricity,IS,2021-01,111.16,0.21,0.23343599999999998
CP0451,Electricity,IT,2021-01,112.5,0.21,0.23625
CP0451,Electricity,LT,2021-01,109.45,0.21,0.229845
CP0451,Electricity,LU,2021-01,113.89,0.21,0.239169
CP0451,Electricity,LV,2021-01,101.94,0.21,0.21407400000000001
CP0451,Electricity,ME,2021-01,99.41,0.21,0.208761
CP0451,Electricity,MK,2021-01,106.86,0.21,0.224406
CP0451,Electricity,MT,2021-01,100.0,0.21,0.21
CP0451,Electricity,NL,2021-01,65.94,0.21,0.13847399999999999
CP0451,Electricity,NO,2021-01,192.6,0.21,0.40446
CP0451,Electricity,PL,2021-01,117.4,0.21,0.24654000000000004
CP0451,Electricity,PT,2021-01,96.83,0.21,0.20334299999999997
CP0451,Electricity,RO,2021-01,128.16,0.21,0.269136
CP0451,Electricity,RS,2021-01,123.5,0.21,0.25935
CP0451,Electricity,SE,2021-01,125.6,0.21,0.26376
CP0451,Electricity,SI,2021-01,104.83,0.21,0.220143
CP0451,Electricity,SK,2021-01,108.73,0.21,0.22833299999999998
CP0451,Electricity,TR,2021-01,204.23,0.21,0.42888299999999996
CP0451,Electricity,XK,2021-01,79.99,0.21,0.167979
CP01113,Bread,AL,2021-02,100.99,1.25,1.262375
CP01113,Bread,AT,2021-02,111.34,1.25,1.39175
CP01113,Bread,BE,2021-02,106.68,1.25,1.3335
CP01113,Bread,BG,2021-02,135.24,1.25,1.6905000000000001
CP01113,Bread,CH,2021-02,99.31,1.25,1.241375
CP01113,Bread,CY,2021-02,100.45,1.25,1.255625
CP01113,Bread,CZ,2021-02,112.6,1.25,1.4074999999999998
CP01113,Bread,DE,2021-02,111.9,1.25,1.39875
CP01113,Bread,DK,2021-02,114.8,1.25,1.4349999999999998
CP01113,Bread,EA,2021-02,105.12,1.25,1.314
CP01113,Bread,EE,2021-02,115.91,1.25,1.4488750000000001
CP01113,Bread,EL,2021-02,96.8,1.25,1.21
CP01113,Bread,ES,2021-02,102.91,1.25,1.2863749999999998
CP01113,Bread,EU,2021-02,109.27,1.25,1.365875
CP01113,Bread,FI,2021-02,100.72,1.25,1.2590000000000001
CP01113,Bread,FR,2021-02,103.7,1.25,1.29625
CP01113,Bread,HR,2021-02,104.65,1.25,1.308125
CP01113,Bread,HU,2021-02,133.74,1.25,1.6717500000000003
CP01113,Bread,IE,2021-02,98.7,1.25,1.23375
CP01113,Bread,IS,2021-02,116.45,1.25,1.4556250000000002
CP01113,Bread,IT,2021-02,104.2,1.25,1.3025
CP01113,Bread,LT,2021-02,109.14,1.25,1.36425
CP01113,Bread,LU,2021-02,112.85,1.25,1.4106249999999998
CP01113,Bread,LV,2021-02,114.39,1.25,1.429875
CP01113,Bread,ME,2021-02,106.15,1.25,1.3268750000000002
CP01113,Bread,MK,2021-02,105.58,1.25,1.31975
CP01113,Bread,MT,2021-02,123.36,1.25,1.542
CP01113,Bread,NL,2021-02,104.73,1.25,1.309125
CP01113,Bread,NO,2021-02,112.8,1.25,1.41
CP01113,Bread,PL,2021-02,132.8,1.25,1.6600000000000001
CP01113,Bread,PT,2021-02,102.97,1.25,1.287125
CP01113,Bread,RO,2021-02,119.17,1.25,1.489625
CP01113,Bread,RS,2021-02,105.3,1.25,1.31625
CP01113,Bread,SE,2021-02,107.5,1.25,1.34375
CP01113,Bread,SI,2021-02,105.51,1.25,1.3188750000000002
CP01113,Bread,SK,2021-02,117.7,1.25,1.47125
CP01113,Bread,XK,2021-02,123.29,1.25,1.541125
CP0112,Meat,AL,2021-02,104.33,10.5,10.954649999999999
CP0112,Meat,AT,2021-02,111.3,10.5,11.6865
CP0112,Meat,BE,2021-02,106.89,10.5,11.22345
CP0112,Meat,BG,2021-02,119.71,10.5,12.569549999999998
CP0112,Meat,CH,2021-02,105.77,10.5,11.105849999999998
CP0112,Meat,CY,2021-02,95.65,10.5,10.04325
CP0112,Meat,CZ,2021-02,115.1,10.5,12.0855
CP0112,Meat,DE,2021-02,115.8,10.5,12.158999999999999
CP0112,Meat,DK,2021-02,104.8,10.5,11.004000000000001
CP0112,Meat,EA,2021-02,109.12,10.5,11.4576
CP0112,Meat,EE,2021-02,111.69,10.5,11.72745
CP0112,Meat,EL,2021-02,100.69,10.5,10.57245
CP0112,Meat,ES,2021-02,107.55,10.5,11.292749999999998
CP0112,Meat,EU,2021-02,109.77,10.5,11.525849999999998
CP0112,Meat,FI,2021-02,103.66,10.5,10.8843
CP0112,Meat,FR,2021-02,108.63,10.5,11.40615
CP0112,Meat,HR,2021-02,103.09,10.5,10.824449999999999
CP0112,Meat,HU,2021-02,113.84,10.5,11.9532
CP0112,Meat,IE,2021-02,90.2,10.5,9.471
CP0112,Meat,IS,2021-02,108.85,10.5,11.42925
CP0112,Meat,IT,2021-02,106.1,10.5,11.1405
CP0112,Meat,LT,2021-02,112.41,10.5,11.803049999999999
CP0112,Meat,LU,2021-02,113.73,10.5,11.94165
CP0112,Meat,LV,2021-02,113.21,10.5,11.887049999999999
CP0112,Meat,ME,2021-02,103.25,10.5,10.84125
CP0112,Meat,MK,2021-02,107.44,10.5,11.2812
CP0112,Meat,MT,2021-02,108.39,10.5,11.38095
CP0112,Meat,NL,2021-02,115.84,10.5,12.163200000000002
